E_abu_mission_kwh_per_abu,E_abu_total_kwh_per_abu,E_abu_used_kwh,E_saved_kwh,E_mission_kwh_main,E_pack_kwh_main,E_pack_kwh_abu,dod_main,dod_abu,soc_start_main,soc_start_abu,soc_target,t_flight_hr,t_overlap_hr,t_charge_hr_main,t_charge_hr_abu_raw,t_charge_hr_abu_net,t_charge_hr_total,t_ground_ops_hr,t_cruise_abu_return_hr,t_cycle_hr,n_feasible_flights,t_flight_day_hr,t_downtime_day_hr,t_slack_hr,charger_ac_kw,eta_charger_dc,c_rate_max,v_pack_nom_v_main,v_pack_nom_v_abu,P_cc_kw_main,P_cc_kw_abu,charger_limit_indicator_flag_main,charger_limit_indicator_flag_abu
5.000000,17.000000,5.000000,4.663749,46.427142,62.583252,17.000000,0.741846,1.000000,0.258154,0.000000,1.000000,0.347500,0.254304,0.729445,0.276800,0.072496,0.729445,0.283300,0.050000,1.360245,17.000000,5.907500,18.092500,0.875838,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
10.000000,22.000000,10.000000,9.162466,41.928426,62.583252,22.000000,0.669962,1.000000,0.330038,0.000000,1.000000,0.347500,0.227105,0.688267,0.348178,0.171073,0.688267,0.283300,0.050000,1.319067,18.000000,6.255000,17.745000,0.256801,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
15.000000,27.000000,15.000000,13.506416,37.584476,62.583252,27.000000,0.600552,1.000000,0.399448,0.000000,1.000000,0.347500,0.200842,0.648505,0.417592,0.266750,0.648505,0.283300,0.050000,1.279305,18.000000,6.255000,17.745000,0.972509,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
20.000000,32.000000,20.000000,17.699164,33.391727,62.583252,32.000000,0.533557,1.000000,0.466443,0.000000,1.000000,0.347500,0.175493,0.610128,0.485428,0.359935,0.610128,0.283300,0.050000,1.240928,19.000000,6.602500,17.397500,0.422377,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
25.000000,37.000000,25.000000,21.745700,29.345192,62.583252,37.000000,0.468898,1.000000,0.531102,0.000000,1.000000,0.347500,0.151028,0.573088,0.551949,0.450921,0.573088,0.283300,0.050000,1.203888,19.000000,6.602500,17.397500,1.126123,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
30.000000,42.000000,30.000000,25.650881,25.440010,62.583252,42.000000,0.406499,1.000000,0.593501,0.000000,1.000000,0.347500,0.127418,0.537343,0.617344,0.539926,0.539926,0.283300,0.050000,1.170726,20.000000,6.950000,17.050000,0.585479,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
35.000000,47.000000,35.000000,29.419417,21.671474,62.583252,47.000000,0.346282,1.000000,0.653718,0.000000,1.000000,0.347500,0.104634,0.502848,0.681758,0.627124,0.627124,0.283300,0.050000,1.257924,19.000000,6.602500,17.397500,0.099449,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
40.000000,52.000000,40.000000,33.055868,18.035024,62.583252,52.000000,0.288177,1.000000,0.711823,0.000000,1.000000,0.347500,0.082649,0.469563,0.745302,0.712654,0.712654,0.283300,0.050000,1.343454,17.000000,5.907500,18.092500,1.161286,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
45.000000,57.000000,44.274309,35.974991,15.115901,62.583252,57.000000,0.241533,0.987269,0.758467,0.012731,1.000000,0.347500,0.065000,0.442843,0.801426,0.786426,0.786426,0.283300,0.050000,1.417226,16.000000,5.560000,18.440000,1.324385,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
50.000000,62.000000,45.024978,35.974991,15.115901,62.583252,62.000000,0.241533,0.919758,0.758467,0.080242,1.000000,0.347500,0.065000,0.442843,0.824592,0.809592,0.809592,0.283300,0.050000,1.440392,16.000000,5.560000,18.440000,0.953724,115.000000,0.950000,20.000000,800.000000,400.000000,109.250000,109.250000,charger_limited,charger_limited
